"CODIGO","NOMBRE","CATEGORIA","TECNOLOGIA","ESTADO","FECHA_INSTALACION","FECHA_SUSPENSION","ALTITUD","LATITUD","LONGITUD","DEPARTAMENTO","MUNICIPIO","AREA_OPERATIVA","ENTIDAD","AREA_HIDROGRAFICA","ZONA_HIDROGRAFICA","SUBZONA_HIDROGRAFICA","CORRIENTE","OBSERVACION","SUBRED"
21197210,"CUARTOS LOS [21197210]","Limnigráfica","Convencional","Suspendida","15/05/1986","15/04/2002",1725,"4,3666666670","-74,45","Cundinamarca","Silvania","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Sumapaz","QUEBRADA SAN JOSÉ",,
21200160,"PANONIA [21200160]","Pluviométrica","Convencional","Activa","15/03/1985",,2800,"5,0579722220","-73,73433333","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11"
21200620,"PISCIS [21200620]","Pluviométrica","Convencional","Activa","15/03/1985",,2820,"5,0791666670","-73,69686111","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21200780,"POTRERO LARGO [21200780]","Pluviométrica","Convencional","Activa","15/03/1985",,2780,"4,9292222220","-73,78047222","Cundinamarca","Guatavita","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21200840,"FLORESTA LA [21200840]","Pluviométrica","Convencional","Suspendida","15/04/1962","21/01/2019",2940,"4,85","-73,78333333","Cundinamarca","Guasca","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Orinoco","Meta","Río Guavio",,"Cambio Nombre por error en migración",
21201050,"LOURDES [21201050]","Pluviométrica","Convencional","Activa","15/03/1985",,2750,"4,9828888890","-73,86466667","Cundinamarca","Gachancipá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201060,"PANTANO REDONDO 1 [21201060]","Pluviográfica","Convencional","Activa","15/01/1951",,3160,"5,043250","-74,03338889","Cundinamarca","Zipaquirá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201070,"EL CORAZON [21201070]","Pluviométrica","Convencional","Activa","15/07/1974",,2845,"4,8653611110","-74,28941667","Cundinamarca","Facatativá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201080,"SAN FRANCISCO [21201080]","Pluviométrica","Convencional","Suspendida","15/07/1974","15/12/1979",2570,"4,90","-73,95","Cundinamarca","Sopó","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201090,"VIOTA [21201090]","Pluviométrica","Convencional","Activa","15/11/1974",,567,"4,4426944440","-74,542250","Cundinamarca","Viotá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201100,"TOCAIMA [21201100]","Pluviométrica","Convencional","Activa","15/11/1974",,490,"4,4666666670","-74,65","Cundinamarca","Tocaima","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá","BOGOTÁ","Resultado del taller realizado con los coordinadores de las áreas operativas y coordinadores del nivel central, se toma la decisión de recrear la estación que había desparecido producto de la homologación realizada en junio de 2017|19/10/2022$Migracion$Por solicitud del coordinador del AO 11. Se crearon las etiquetas basicas y derivadas en la estacion 21201100, las mismas que tenia la estacion 21208900, Se descargo toda la informacion y se migro de la estacion antigua a la nueva, posteriormente se eliminaron las etiquetas derivadas y basicas de la estacion 21208900, como solicito el usuario.",
21201140,"LA ESPERANZA [21201140]","Pluviométrica","Convencional","Suspendida","15/07/1974","30/05/2025",2555,"4,8021666670","-74,17997222","Cundinamarca","Tenjo","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"|30/05/2025$mvelez$se remitió su solicitud a la subdirección de meteorología para su revisión y visto bueno,  una vez revisadas las justificaciones y la aprobación de la subdirección en mención se procedió a suspender la estación bajo el memorando 20253180067673",
21201180,"GUANQUICA [21201180]","Pluviométrica","Convencional","Suspendida","15/12/1954","24/02/2026",3,"5,1842777780","-73,9411111110","Cundinamarca","Tausa","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá","BOGOTÁ","Cambio de Categoría AO11|29/04/2022$Migracion$Cambio de Categoría AO11|12/11/2025$mvelez$Se suspende bajo el memorando 20253180184253 se conto con el VoBo subdirección de meteorología se justifica con inconsistencias de la información en la toma de datos ",
21201190,"LAGUNITAS [21201190]","Pluviométrica","Convencional","Activa","15/03/1985",,3100,"5,2145277780","-73,907250","Cundinamarca","Tausa","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201200,"ESCUELA LA UNION [21201200]","Climatológica Ordinaria","Convencional","Activa","01/08/2007",,3378,"4,342640","-74,183810","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Solicitud realizada por el grupo de automatización y verificada por usuarios del área 11. Existe el PM convencional propiedad del IDEAM. El componente automático pertenece a FOPAE|03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21201210,"EL HATO [21201210]","Pluviométrica","Convencional","Suspendida","15/06/1978","28/05/2025",2575,"4,8663888890","-74,15386111","Cundinamarca","Tenjo","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"|28/05/2025$mvelez$Una vez revisada la justificación de suspensión se remite a la Subdirección de Meteorología, con la aprobación y bajo el memorando 20254000092073 se suspende la estación ","Altiplano Cundiboyacense y oriente de Santander"
21201230,"ENMANUEL D' ALZON [21201230]","Pluviométrica","Convencional","Suspendida","15/04/1974","24/11/2025",2520,"4,701125","-74,07030556","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"|24/11/2025$mvelez$Se suspende bajo el memorando 20253180184513 con Vobo de la subdirección de Meterología ","Altiplano Cundiboyacense y oriente de Santander"
21201240,"SANTA MARIA DE USME [21201240]","Pluviométrica","Convencional","Activa","15/12/1977",,2800,"4,4813055560","-74,12627778","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21201250,"SAN PEDRO [21201250]","Pluviométrica","Convencional","Suspendida","15/06/1980","15/02/2013",2560,"4,8716388890","-73,96666667","Cundinamarca","Sopó","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201270,"TIBAR EL [21201270]","Pluviométrica","Convencional","Suspendida","15/12/1980","15/02/2002",2550,"4,8166666670","-74,23333333","Cundinamarca","Madrid","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201300,"AUSTRALIA [21201300]","Pluviométrica","Convencional","Activa","15/03/1985",,3050,"4,394250","-74,1320","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Correción de altitud por error en migración",
21201310,"PREVENTORIO INFANT [21201310]","Pluviométrica","Convencional","Activa","15/03/1985",,2650,"4,4654444440","-74,2675","Cundinamarca","Sibaté","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201320,"LA UNION [21201320]","Pluviométrica","Convencional","Activa","15/03/1985",,2640,"4,5093611110","-74,26880556","Cundinamarca","Sibaté","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201550,"EL ROBLE [21201550]","Pluviométrica","Convencional","Activa","15/07/1985",,2560,"4,7966666670","-74,22638889","Cundinamarca","Madrid","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21201570,"ESCUELA COL INGENIERIA [21201570]","Pluviométrica","Convencional","Suspendida","15/11/1981","15/04/1986",2650,"4,7833333330","-74,05","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201580,"PASQUILLA [21201580]","Climatológica Ordinaria","Convencional","Activa","01/09/2007",,2962,"4,44647201","-74,154839","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Solicitud realizada por el grupo de automatización y verificada por usuarios del área 11. Existe el PM convencional propiedad del IDEAM. El componente automático es de FOPAE.|03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21201600,"SEDE IDEAM KRA 10 [21201600]","Pluviográfica","Convencional","Suspendida","15/09/1986","03/05/2019",2685,"4,6071111110","-74,07288889","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Corrección interna","Colombia,Altiplano Cundiboyacense y oriente de Santander"
21201610,"SAN ISIDRO [21201610]","Pluviométrica","Convencional","En Mantenimiento","15/05/1987",,2698,"4,8502888890","-73,89072222","Cundinamarca","Guasca","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"|12/11/2025$mvelez$Se deja en estado mantenimiento bajo el memorando 20253180184223 con VoBo de subdireccion de meteorologia quien solicita la reubicacion de la estación ",
21201620,"SUESCA [21201620]","Pluviométrica","Convencional","Suspendida","15/05/1987","03/05/2019",2575,"5,1095833330","-73,79697222","Cundinamarca","Suesca","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Corrección interna",
21201630,"GRANJA TABIO [21201630]","Pluviográfica","Convencional","Activa","15/05/1987",,2600,"4,9330555560","-74,06561111","Cundinamarca","Tabio","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21201640,"GRANJA VILLAPINZON [21201640]","Pluviográfica","Convencional","Activa","15/05/1987",,2745,"5,263750","-73,59086111","Cundinamarca","Villapinzón","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21201650,"SANTA ROSITA [21201650]","Pluviométrica","Convencional","Activa","15/08/1988",,2750,"5,1159166670","-73,75738889","Cundinamarca","Suesca","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21201910,"CRYOGAS EL RUBI [21201910]","Pluviométrica","Convencional","Suspendida","15/05/1993","15/08/1998",2700,"4,4666666670","-73,28333333","Cundinamarca","Sibaté","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Orinoco","Meta","Río Humea",,,
21201920,"ALTO SAN MIGUEL [21201920]","Pluviométrica","Convencional","Activa","15/05/1993",,2750,"4,4496666670","-74,29972222","Cundinamarca","Sibaté","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11"
21202100,"IDEAM FONTIBON HB [21202100]","Pluviográfica","Convencional","Suspendida","15/06/1998","11/12/2008",2511,"4,70","-74,16666667","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED DE ISOTOPIA AREA OPERATIVA 11"
21202160,"HIDROPARAISO [21202160]","Pluviométrica","Convencional","Activa","15/01/1999",,1685,"4,5745","-74,4073888890","Cundinamarca","El Colegio","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Corrección por verificación en carpeta","RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21202280,"SEDE IDEAM CALLE 25D KRA [21202280]","Pluviométrica","Convencional","Activa","12/12/2016",,2589,"4,6840","-74,1290","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21205012,"UNIVERSIDAD NACIONAL [21205012]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","19/08/2004",,2556,"4,637230","-74,088920","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"15/11/2022$Migracion$Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|23/08/2022$Migracion$De acuerdo con la solicitud del Coordinador del AO, se adiciona a la red de alertas la estación UNIVERSIDAD NACIONAL - AUT [21205012] y se retira de la misma a la estación VENADO ORO VIVERO [21205580] que por directriz de la subdirección de meteorología se suspendió.|15/11/2022$Migracion$Se ajustan coordenadas según análisis y solicitud de Julián Urrea_Planeacion Operativa|24/04/2024$Histórico$Camabio de estado por solicitud del coordinador del AO y por cambio del sistema de transmisión ","Radiación Ultravioleta,Altiplano Cundiboyacense y oriente de Santander,Radición Global,Radiación Visible"
21205013,"UNISALLE NORTE [21205013]","Climatológica Ordinaria","Convencional","Suspendida","14/12/2009","07/11/2012",2595,"4,7944444440","-74,03055556","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205230,"OBS MET NACIONAL [21205230]","Climatológica Principal","Convencional","Suspendida","15/03/1941","15/11/1993",2556,"4,6333333330","-74,10","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205420,"TIBAITATA [21205420]","Agrometeorológica","Automática con Telemetría, Convencional","Activa","15/03/1954",,2543,"4,688662","-74,205626","Cundinamarca","Mosquera","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"16/08/2022$Migracion$Esta estación [21205420] contiene la información automática de la estación de código [21206990]. Producto de un proceso de homologación entre las dos estaciones|30/08/2022$Migracion$16/08/2022$Migracion$Esta estación [21205420] contiene la información automática de la estación de código [21206990]. Producto de un proceso de homologación entre las dos estaciones|11/09/2022$Migracion$16/08/2022$Migracion$Esta estación [21205420] contiene la información automática de la estación de código [21206990]. Producto de un proceso de homologación entre las dos estaciones|30/08/2022$Migracion$16/08/2022$Migracion$Esta estación [21205420] contiene la información automática de la estación de código [21206990]. Producto de un proceso de homologación entre las dos estaciones|20/06/2025$mvelez$La estación fue actualizada en sus coordenadas luego de la reunión con el grupo de automatización 17/06/2025 se realiza el cambio bajo el memorando 20253180105293","Altiplano Cundiboyacense,Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11,Radiación Visible,Radición Global,Radiación Ultravioleta"
21205520,"ELDORADO DIDACTICA [21205520]","Climatológica Principal","Convencional","Suspendida","15/01/1959","15/03/2000",2546,"4,70","-74,15","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205528,"SOLMAFORO BOGOTA - [21205528]","Ambiental","Automática sin Telemetría","Suspendida","03/12/2015",,2560,"4,6295833330","-74,09019722","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"11/10/2022$Migracion$En la fecha cambio de estado por solicitud de Coordinación Planeación Operativa",
21205529,"SOLMAFORO BOGOTA - [21205529]","Ambiental","Automática sin Telemetría","Suspendida","03/12/2015",,2562,"4,6675416670","-74,06044722","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"11/10/2022$Migracion$En la fecha cambio de estado por solicitud de Coordinación Planeación Operativa",
21205580,"VENADO ORO VIVERO [21205580]","Climatológica Ordinaria","Convencional","Suspendida","15/08/1965",,2725,"4,5983611110","-74,06155556","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"23/08/2022$Migracion$De acuerdo con la solicitud del Coordinador del AO, REQ 2022-004983, se adiciona a la red de alertas la estacion UNIVERSIDAD NACIONAL - AUT [21205012] y se retira de la misma a la estacion VENADO ORO VIVERO [21205580] que por directriz de la subdirección de meteorología se suspendió.","Altiplano Cundiboyacense y oriente de Santander"
21205600,"VELODROMO 1 D MAYO [21205600]","Meteorológica Especial","Convencional","Suspendida","15/03/1986","15/06/1993",2650,"4,6166666670","-74,06666667","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205660,"MERCEDES [21205660]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","15/09/1970",,765,"4,5791","-74,523180","Cundinamarca","Anapoima","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|29/04/2022$Migracion$Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|15/11/2022$Migracion$Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|29/04/2022$Migracion$Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|15/11/2022$Migracion$Se ajustan coordenadas según análisis y solicitud de Julián Urrea_Planeacion Operativa
Actualizada Tecnologia. Tipo de Transmision y Estado por solicitud de la coordinadora del AO. (21032023)","RED ALERTAS - AREA OPERATIVA 11,Alto Magdalena Huila -Tolima"
21205670,"LA FLORIDA [21205670]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","15/11/1970",,1915,"4,767988","-74,434235","Cundinamarca","Anolaima","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"|20/06/2025$mvelez$La estación fue actualizada en sus coordenadas luego de la reunión con el grupo de automatización 17/06/2025 se realiza el cambio bajo el memorando 20253180105293","Altiplano Cundiboyacense y oriente de Santander"
21205700,"GUASCA [21205700]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","15/07/1974",,2750,"4,877953","-73,864453","Cundinamarca","Guasca","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"25/04/2024$Histórico$Se cambia categoría debido a que se surtió un proceso de automatización donde se repotenció la estación. También, se actualiza tecnología y tipo de transmisión por solicitud del coordinador del AO|20/06/2025$mvelez$La estación fue actualizada en sus coordenadas luego de la reunión con el grupo de automatización 17/06/2025 se realiza el cambio bajo el memorando 20253180105293","RED ALERTAS - AREA OPERATIVA 11,Altiplano Cundiboyacense y oriente de Santander"
21205710,"JARDIN BOTANICO [21205710]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","15/09/1974",,2552,"4,667867","-74,101034","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|29/04/2022$Migracion$Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación
Actualizada Tecnologia. Tipo de Transmision y Estado por solicitud de la coordinadora del AO. (21032023)|20/06/2025$mvelez$La estación fue actualizada en sus coordenadas luego de la reunión con el grupo de automatización 17/06/2025 se realiza el cambio bajo el memorando 20253180105293","Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11"
21205720,"GRANJA SAN JORGE [21205720]","Climatológica Ordinaria","Convencional","Activa","15/04/1960",,2900,"4,505750","-74,18927778","Cundinamarca","Soacha","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11"
21205730,"CENTRO MED ANDES [21205730]","Meteorológica Especial","Convencional","Suspendida","15/01/1985","10/05/2011",2575,"4,6981666670","-74,03683333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205740,"SILOS [21205740]","Climatológica Ordinaria","Convencional","Activa","15/03/1974",,2709,"5,1177222220","-73,70141667","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11"
21205750,"REP LOS MUCHACHOS [21205750]","Climatológica Ordinaria","Convencional","Suspendida","15/05/1976","15/06/1985",2560,"4,7333333330","-74,16666667","Cundinamarca","Funza","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205760,"CLINICA SAN RAFAEL [21205760]","Meteorológica Especial","Convencional","Suspendida","15/01/1985","15/01/1998",2600,"4,60","-74,08333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205770,"BASE AEREA MADRID [21205770]","Climatológica Ordinaria","Convencional","Activa","15/07/1974",,2550,"4,7288055560","-74,2725","Cundinamarca","Madrid","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,"Altiplano Cundiboyacense"
